Date,Predicted_Energy_Surplus
2020-07-01,-0.000587379626346752
2020-07-02,-0.00046693515684627
2020-07-03,-0.0011086495053251088
2020-07-04,-0.001218381217490211
2020-07-05,-0.0005143456730628014
2020-07-06,-0.0006283333052366227
2020-07-07,-0.00047092962730221444
2020-07-08,-0.000537982691917196
2020-07-09,-0.0006324872691257298
2020-07-10,-0.0010003692294316365
2020-07-11,-0.0011253543135682866
2020-07-12,-0.0006078267765378952
2020-07-13,-3.876203208848833e-05
2020-07-14,-0.0007519790357884392
2020-07-15,-0.00038959511101618405
2020-07-16,-0.0004142850627085567
2020-07-17,-0.0011159389075788484
2020-07-18,-0.0014396549958539755
2020-07-19,-0.0007743416031476856
2020-07-20,0.00012039929570026695
2020-07-21,-0.0008294294381859153
2020-07-22,-0.0002787432624308765
2020-07-23,-0.0004693708264034987
2020-07-24,-0.0008200667363756896
2020-07-25,-0.00109813283515431
2020-07-26,-0.0002068255330298096
2020-07-27,-0.00027132486152015625
2020-07-28,-5.4373056001067156e-05
2020-07-29,3.207744805663825e-05
2020-07-30,-0.0004246565086999536
2020-07-31,-0.0010236919794794172
2020-08-01,-0.0006787951402653753
2020-08-02,-0.00015932111591756342
2020-08-03,0.00011319332255117595
2020-08-04,-6.272586288385093e-05
2020-08-05,-0.0001060804587935656
2020-08-06,-0.0002921848994733393
2020-08-07,-0.0007945075109501928
2020-08-08,-0.0010652829416541757
2020-08-09,-0.0005945766236749291
2020-08-10,-0.00023675667368814351
2020-08-11,-0.00010711152745239437
2020-08-12,-0.0002640956432963908
2020-08-13,-0.0008671290367706121
2020-08-14,-0.0011646441284248977
2020-08-15,-0.0009630684795044736
2020-08-16,-0.0006090861532568931
2020-08-17,-1.98049887880682e-06
2020-08-18,-0.0003147455102658272
2020-08-19,-6.754265662506221e-05
2020-08-20,-0.0006146060529696941
2020-08-21,-0.0010840200828865917
2020-08-22,-0.0006985352719476074
2020-08-23,-0.0007662465634296089
2020-08-24,-6.759490050576626e-05
2020-08-25,-0.000141153133790791
2020-08-26,-0.0003966121316275746
2020-08-27,-0.001035520040100664
2020-08-28,-0.0009405765682643653
2020-08-29,-0.0008666908325906098
2020-08-30,-0.0006709544154731929
2020-08-31,-0.0004552226311506331
2020-09-01,2.136929370634258e-05
2020-09-02,-0.0002223753372407705
2020-09-03,-0.0005513723152282089
2020-09-04,-0.0010352134812940657
2020-09-05,-0.000958471478301026
2020-09-06,-0.0010063514989961313
2020-09-07,-0.0005714203866125643
2020-09-08,1.585215578459204e-05
2020-09-09,-0.0004755070658190549
2020-09-10,-0.0007005825646383688
2020-09-11,-0.001143505494799502
2020-09-12,-0.0010206215582790972
2020-09-13,-0.0008667879555758833
2020-09-14,-0.00023704620144993064
2020-09-15,-0.0004429556759016216
2020-09-16,-0.0004655068505746871
2020-09-17,-0.0007760242243451625
2020-09-18,-0.001213587208525166
2020-09-19,-0.0012644513444502652
2020-09-20,-0.001116706570416242
2020-09-21,-0.0006389629786912352
2020-09-22,-0.0005945747824808956
2020-09-23,-0.00035515005303516983
2020-09-24,-0.0010816090392995626
2020-09-25,-0.001261944443698861
2020-09-26,-0.0010547752473042903
2020-09-27,-0.0010584661508939415
2020-09-28,-0.0002263299918757379
2020-09-29,-0.0004535611836845428
2020-09-30,-0.0004330910185679794
2020-10-01,-0.0009186709622493389
2020-10-02,-0.0008912003472676873
2020-10-03,-0.0008163636348755657
2020-10-04,-0.0009333112166076899
2020-10-05,-0.00041120336419478063
2020-10-06,-0.0001754384681893885
2020-10-07,-0.0006731048150298372
2020-10-08,-0.0010076888963123037
2020-10-09,-0.0013317542360806837
2020-10-10,-0.0012367994869309292
2020-10-11,-0.0012598305227990076
2020-10-12,-0.0008802892012751847
2020-10-13,-0.00031971028997749087
2020-10-14,-0.0008273219614651799
2020-10-15,-0.0015663553823821992
2020-10-16,-0.0019153680957837772
2020-10-17,-0.0015203996396014842
2020-10-18,-0.0015199537254214658
2020-10-19,-0.0006579468399241567
2020-10-20,-0.0008535953400264681
2020-10-21,-0.0007154053273553028
2020-10-22,-0.0013684441698871921
2020-10-23,-0.001847672684600316
2020-10-24,-0.0016878565821833536
2020-10-25,-0.0013464925340213253
2020-10-26,-0.0006767212653357536
2020-10-27,-0.0007809566680866107
2020-10-28,-0.0005919202409829199
2020-10-29,-0.0012890663825603948
2020-10-30,-0.0018695213286749272
2020-10-31,-0.001855418702974394
2020-11-01,-0.0017627800608443097
2020-11-02,-0.0011264340587943792
2020-11-03,-0.0006737303607027605
2020-11-04,-0.0012986899585502598
2020-11-05,-0.0019919048056420683
2020-11-06,-0.0022856054035571964
2020-11-07,-0.002256956654543281
2020-11-08,-0.0018746629780884453
2020-11-09,-0.0012688933401310072
2020-11-10,-0.0008063755024670437
2020-11-11,-0.0012029528170108424
2020-11-12,-0.001548749539808817
2020-11-13,-0.0020783301083564386
2020-11-14,-0.002289686179983467
2020-11-15,-0.0021434976752063638
2020-11-16,-0.0008838100245659798
2020-11-17,-0.0011695006229124592
2020-11-18,-0.001536679592321403
2020-11-19,-0.0017695585317537188
2020-11-20,-0.002562206602332816
2020-11-21,-0.002343402095317393
2020-11-22,-0.001659989995409846
2020-11-23,-0.0008377126249193027
2020-11-24,-0.0009645542080149801
2020-11-25,-0.0011255489047627154
2020-11-26,-0.0009380669057219103
2020-11-27,-0.0019842782347309217
2020-11-28,-0.0025396968545255065
2020-11-29,-0.0013145940775380655
2020-11-30,-0.0007374310712810234
2020-12-01,-0.0018896721617012843
2020-12-02,-0.0014199102611866592
2020-12-03,-0.0019359883182140812
2020-12-04,-0.002669908858374357
2020-12-05,-0.0019653649142444135
2020-12-06,-0.0013356887526559085
2020-12-07,-0.0006443549154186994
2020-12-08,-0.0013833442627535389
2020-12-09,-0.001794088069415912
2020-12-10,-0.002697909967386946
2020-12-11,-0.0030415957612253725
2020-12-12,-0.001484141811019741
2020-12-13,-0.0010341473148739713
2020-12-14,-0.000634849751220122
2020-12-15,-0.0018509105393830687
2020-12-16,-0.00196077251602605
2020-12-17,-0.0017736129560903834
2020-12-18,-0.0018353211495003847
2020-12-19,-0.0011240133489386736
2020-12-20,-0.0010933224855922165
2020-12-21,-0.0001959201407686621
2020-12-22,-0.0009225271130035072
2020-12-23,-0.000766757264624685
2020-12-24,-0.0004884163676365465
2020-12-25,-0.0011184883859422805
2020-12-26,-0.0011681333061932398
2020-12-27,-0.0005758390221440047
2020-12-28,-0.0005446482746174187
2020-12-29,-0.0006999934976222366
2020-12-30,-0.0005811609934981911
